"","category","Name","Location","lat","lon","Accessible","Phone","IceSkating_Type","Num_of_Fields","Num_of_Courts","Size","RunningTracks_Type"
"191","basketball","Jesse Owens Playground","Stuyvesant & Lafayette Aves.","40.6912","-73.9326","CLOSED",NA,NA,NA,NA,NA,NA
"192","basketball","Jessie & Charles Dome Playground","NE Corner 38 St. & Dahill Rd.","40.638","-73.98","CLOSED",NA,NA,NA,NA,NA,NA
"193","basketball","JHS 126 Playground","Manhattan Ave. & Leonard St. (Ericsson Playground)","40.7205","-73.9484","CLOSED",NA,NA,NA,NA,NA,NA
"194","basketball","JHS 136 Playground (Playground Three-Forty)","40 St., 41 St. and 3 Ave.","40.6523","-74.0084","CLOSED",NA,NA,NA,NA,NA,NA
"195","basketball","John Allen Payne Park","64 to 65 Sts. and 3 Ave.","40.6399","-74.0242","CLOSED",NA,NA,NA,NA,NA,NA
"196","basketball","John Hancock Playground","Bedford Ave., Hancock St. and Jefferson Ave.","40.6822","-73.9543","CLOSED",NA,NA,NA,NA,NA,NA
"197","basketball","John J. Carty Park","Ft. Hamilton, Gowanus Pkwy., and 94 to 101 Sts.","40.6133","-74.0302","CLOSED",NA,NA,NA,NA,NA,NA
"198","basketball","Kelly Playground","N/S Ave. S between BMT and PS 255","40.6042","-73.9564","CLOSED",NA,NA,NA,NA,NA,NA
"199","basketball","Kennedy King Playground","Lenox Rd., Clarkson Ave., E 93 St. and E 94 St.","40.6586","-73.9221","CLOSED",NA,NA,NA,NA,NA,NA
"200","basketball","Lafayette Gardens Playground","Lafayette & Franklin Aves.","40.6896","-73.9574","CLOSED",NA,NA,NA,NA,NA,NA
"201","basketball","Lafayette Playground","Lafayette & E/O Reid Aves.","40.5946","-73.9854","CLOSED",NA,NA,NA,NA,NA,NA
"202","basketball","LaGuardia Playground","Havemeyer to Roebling Sts. and S 4 to S 5 Sts.","40.71","-73.9593","CLOSED",NA,NA,NA,NA,NA,NA
"203","basketball","Leif Ericson Park & Square","66-67 Sts. and 8 to 9 Aves.","40.636","-74.0205","CLOSED",NA,NA,NA,NA,NA,NA
"204","basketball","Leon S. Kaiser Playground","Coney Island Creek and W 24 St.","40.5784","-73.9962","OPEN",NA,NA,NA,NA,NA,NA
"205","basketball","Lincoln Terrace","Rochester Ave. and President St.","40.6657","-73.9268","CLOSED",NA,NA,NA,NA,NA,NA
"206","basketball","Linden Playground/JHS 166","Linden Blvd., Stanley Ave. and Vermont to Wyona Sts.","40.659","-73.8869","CLOSED",NA,NA,NA,NA,NA,NA
"207","basketball","Linwood Playground","Linwood St., New Lots Ave. and Hegeman Aves.","40.6659","-73.8802","CLOSED",NA,NA,NA,NA,NA,NA
"208","basketball","Lion's Pride Playground","Riverdale, Van Sinderen, Livonia and Snediker Aves.","40.6626","-73.8997","CLOSED",NA,NA,NA,NA,NA,NA
"209","basketball","Louis H. Pink Houses Playground","Stanley Ave. & Eldert Lane","40.6663","-73.863","CLOSED",NA,NA,NA,NA,NA,NA
"210","basketball","Lt. Petrosino Playground","New Utrecht to 16 Aves. and 70 to 71 Sts.","40.6189","-73.9985","CLOSED",NA,NA,NA,NA,NA,NA
"211","basketball","Luna Park Houses Playground","Surf Ave. and W 8 St. to W 12 St.","40.5758","-73.978","CLOSED",NA,NA,NA,NA,NA,NA
"212","basketball","Manhattan Beach Park","Oriental Blvd. & Ocean Ave.","40.5767","-73.9461","CLOSED",NA,NA,NA,NA,NA,NA
"213","basketball","Marc's & Jason's Playground","Sterling St., Empire Blvd. and New York Ave.","40.6634","-73.9492","CLOSED",NA,NA,NA,NA,NA,NA
"214","basketball","Maria Hernandez Park","Knickerbocker to Irving Aves. and Starr to Suydam Sts.","40.7035","-73.924","CLOSED",NA,NA,NA,NA,NA,NA
"215","basketball","Marine Park/Jerry Debonis","Gerritsen Ave. & Ave. X","40.5969","-73.9279","CLOSED",NA,NA,NA,NA,NA,NA
"216","basketball","Marine Park/PS 278","Fillmore Ave. & Madison Pl.","40.608","-73.9378","OPEN",NA,NA,NA,NA,NA,NA
"217","basketball","Marion-Hopkinson Playground","Hopkinson Ave. & Marion St.","40.6817","-73.9136","CLOSED",NA,NA,NA,NA,NA,NA
"218","basketball","Marlboro Houses Playground","W 11 St. & Ave. W","40.5911","-73.9808","CLOSED",NA,NA,NA,NA,NA,NA
"219","basketball","Martin Luther Playground","55 to 56 Sts., 2 Ave.","40.6461","-74.0197","CLOSED",NA,NA,NA,NA,NA,NA
"220","basketball","McCarren Park","Bedford Avenue and North 12th Street","40.7213","-73.9495","CLOSED",NA,NA,NA,NA,NA,NA
"221","basketball","McCarren Park","Abate Playground","40.7212","-73.9554","CLOSED",NA,NA,NA,NA,NA,NA
"222","basketball","McLaughlin Park","Tillary, Jay Sts., Cathedral Pl. and Bridge St.","40.6963","-73.9866","CLOSED",NA,NA,NA,NA,NA,NA
"223","basketball","Mellett Playground","Ave. V, E 13 St. and E 14 St.","40.597","-73.9571","CLOSED",NA,NA,NA,NA,NA,NA
"224","basketball","Middleton","Lynch St., Middleton St. and Lee Ave.","40.7008","-73.9552","CLOSED",NA,NA,NA,NA,NA,NA
"225","basketball","Nautilus Playground","Public Beach, West 29 and West 32 street","40.5717","-73.9968","CLOSED",NA,NA,NA,NA,NA,NA
"226","basketball","Neptune Playground","Neptune Ave. & W 12 St.","40.5781","-73.9808","CLOSED",NA,NA,NA,NA,NA,NA
"227","basketball","Newport Playground","Newport Ave., Thatford Ave. and Osborne St.","40.661","-73.9072","CLOSED",NA,NA,NA,NA,NA,NA
"228","basketball","Nostrand Playground","Nostrand & Foster Aves.","40.6383","-73.9469","CLOSED",NA,NA,NA,NA,NA,NA
"229","basketball","Ocean Hill Playground","Bergen St., Rockaway Ave. and Dean St.","40.6743","-73.9119","CLOSED",NA,NA,NA,NA,NA,NA
"230","basketball","Osborn Playground","Linden Blvd., Osborne St. and Thatford Ave.","40.6559","-73.9059","CLOSED",NA,NA,NA,NA,NA,NA
"231","basketball","Oxport Playground","Flushing Ave., N Portland Ave. and N Oxford St.","40.6977","-73.9762","CLOSED",NA,NA,NA,NA,NA,NA
"232","basketball","Pacific Playground","W/S Howard Ave. and Pacific to Dean Sts.","40.6757","-73.921","CLOSED",NA,NA,NA,NA,NA,NA
"233","basketball","Paerdegat Park","Foster Ave., Farragut Rd., E 40 St. and Albany Ave.","40.6386","-73.938","CLOSED",NA,NA,NA,NA,NA,NA
"234","basketball","Parade Ground","Caton Ave., Coney Island Ave., Parkside Ave. and Parade Pl.","40.6515","-73.9656","CLOSED",NA,NA,NA,NA,NA,NA
"235","basketball","Parkside Playground","Rogers Ave., Winthrop St. and Parkside Ave.","40.6566","-73.9543","CLOSED",NA,NA,NA,NA,NA,NA
"236","basketball","Paul W. Kolbert Playground","Ave. L and E 17 to E 18 Sts.","40.6198","-73.9581","CLOSED",NA,NA,NA,NA,NA,NA
"237","basketball","Police Officer Reinaldo Salgado Playground","Monroe to Madison Sts., Patchen Ave. and Ralph Ave.","40.6877","-73.9267","CLOSED",NA,NA,NA,NA,NA,NA
"238","basketball","PS 1 Playground","43 St., 47 St. and 3 Ave.","40.6493","-74.0121","CLOSED",NA,NA,NA,NA,NA,NA
"239","basketball","PS 23 Playground","Tompkins, Willoughby and Vernon Aves.","40.6942","-73.9469","CLOSED",NA,NA,NA,NA,NA,NA
"240","basketball","PS 286 Playground","Ave. Y, between Brown and Haring Sts.","40.5908","-73.9384","CLOSED",NA,NA,NA,NA,NA,NA
"241","basketball","PS 84/William Sheridan","Wythe Ave. to Berry St. and Grand to S 1 Sts.","40.7153","-73.9644","CLOSED",NA,NA,NA,NA,NA,NA
"242","basketball","Pulaski Playground","Sumner Ave. between Hart and Pulaski Sts.","40.6936","-73.9419","CLOSED",NA,NA,NA,NA,NA,NA
"243","basketball","Rainbow Park","55 and 56 Sts. at 6 Ave.","40.6405","-74.0109","CLOSED",NA,NA,NA,NA,NA,NA
"244","basketball","Rappaport Playground","Ft. Hamilton Pkwy., 10 Ave. and 52 to 53 Sts.","40.6368","-74.0006","CLOSED",NA,NA,NA,NA,NA,NA
"245","basketball","Red Hook Park","King, Richards, Verona, Dwight, and Pioneer Sts.","40.6772","-74.0091","CLOSED",NA,NA,NA,NA,NA,NA
"246","basketball","Red Hook Recreation Area","Lorraine, Clinton and Henry Sts.","40.6738","-74.0039","CLOSED",NA,NA,NA,NA,NA,NA
"247","basketball","Remsen Playground","Remsen Ave., Glenwood Rd., E 92 St. and Bay View Pl.","40.6423","-73.9075","CLOSED",NA,NA,NA,NA,NA,NA
"248","basketball","Rodney Park North","Rodney, S 4 St. and S 5 St.","40.7092","-73.9563","CLOSED",NA,NA,NA,NA,NA,NA
"249","basketball","Roebling Playground","Wilson Ave., Lee Ave., Taylor St. and Bedford Ave.","40.7063","-73.9618","CLOSED",NA,NA,NA,NA,NA,NA
"250","basketball","Russell Pederson Playground","S/W Corner 83 St. & Colonial Rd.","40.6261","-74.0361","CLOSED",NA,NA,NA,NA,NA,NA
"251","basketball","Sam Curtis Park","S/S Foster Ave., E 81 St. and E 82 St.","40.6409","-73.9174","CLOSED",NA,NA,NA,NA,NA,NA
"252","basketball","Scarangella Park","Ave. V, Stillwell Ave., Ave. U and W 13 St.","40.5947","-73.9843","CLOSED",NA,NA,NA,NA,NA,NA
"253","basketball","Schenk Playground","Livonia Ave., Barbey St. and Schenck Ave.","40.6656","-73.8861","CLOSED",NA,NA,NA,NA,NA,NA
"254","basketball","Sgt. William Dougherty Playground","Anthony St., Vandervoort Ave., and Cherry St.","40.7239","-73.9372","CLOSED",NA,NA,NA,NA,NA,NA
"255","basketball","Sheepshead Playground","Ave. Z and Nostrand Ave. to E. 29 St.","40.5887","-73.9404","CLOSED",NA,NA,NA,NA,NA,NA
"256","basketball","Shore Road Park","79th Street & Shore Road","40.6312","-74.0397","CLOSED",NA,NA,NA,NA,NA,NA
"257","basketball","Sixteen Sycamores Playground","Schermerhorn St., 3 Ave. and Nevins St.","40.6868","-73.981","CLOSED",NA,NA,NA,NA,NA,NA
"258","basketball","St. Andrew's Playground","Atlantic Ave., Herkimer St. and Kingston Ave.","40.6784","-73.9418","CLOSED",NA,NA,NA,NA,NA,NA
"259","basketball","St. John's Recreation Center","Bergen St. between Troy and Schenectady Aves.","40.6738","-73.934","CLOSED",NA,NA,NA,NA,NA,NA
"260","basketball","St. Mary's Playground","Smith St. between Luquer and Nelson Sts.","40.6764","-73.9972","CLOSED",NA,NA,NA,NA,NA,NA
"261","basketball","Stephen A. Rudd Playground","Bushwich Ave., Aberdeen and Granite Sts.","40.683","-73.9054","CLOSED",NA,NA,NA,NA,NA,NA
"262","basketball","Stockton Playground","Park Ave., Floyd St. and E/O Marcy Ave.","40.697","-73.949","CLOSED",NA,NA,NA,NA,NA,NA
"263","basketball","Stroud Playground","Classon Ave., Sterling Pl. and Park Pl.","40.6749","-73.9618","CLOSED",NA,NA,NA,NA,NA,NA
"264","basketball","Sumner Houses Playground/PS 59","Sumner, Throop, Park and Myrtle Aves.","40.6976","-73.943","CLOSED",NA,NA,NA,NA,NA,NA
"265","basketball","Sunset Park","41 to 44 Sts. and 5 to 7 Aves.","40.6481","-74.0031","CLOSED",NA,NA,NA,NA,NA,NA
"266","basketball","Surf Playground","Surf Ave, W 25 and W 27 Sts.","40.5738","-73.9924","CLOSED",NA,NA,NA,NA,NA,NA
"267","basketball","Taaffe Playground","Park to Myrtle Aves. and Taaffe Pl.","40.6953","-73.9607","CLOSED",NA,NA,NA,NA,NA,NA
"268","basketball","Ten Eyck Playground/PS 196 Playground","Bushwick Ave., Scholes St. and Messerole St.","40.709","-73.939","CLOSED",NA,NA,NA,NA,NA,NA
"269","basketball","Thelma Martinez Playground","Scholes St. and Manhattan to Graham Aves.","40.7093","-73.9442","CLOSED",NA,NA,NA,NA,NA,NA
"270","basketball","Tiger Playground","Evergreen Ave., Eldert St. and Covert St.","40.6882","-73.9106","CLOSED",NA,NA,NA,NA,NA,NA
"271","basketball","Tilden Playground","Tilden Ave. and E 48 to E 49 Sts.","40.6476","-73.9317","CLOSED",NA,NA,NA,NA,NA,NA
"272","basketball","West Playground","N/S Ave. Z between West St. and W 1 St.","40.5876","-73.9705","CLOSED",NA,NA,NA,NA,NA,NA
"273","basketball","William Grady HS Playground","Shore Pkwy., Brighton 3 St. and 4 Rd.","40.5825","-73.9647","CLOSED",NA,NA,NA,NA,NA,NA
"274","basketball","Wilson Playground","Ave. J, Ave. K, E 100 and E 101 Sts.","40.6421","-73.8947","CLOSED",NA,NA,NA,NA,NA,NA
"275","basketball","Woodruff Playground/PS 224 Playground","Stanley Ave., Autumn Ave. and Hemlock St.","40.6652","-73.8662","CLOSED",NA,NA,NA,NA,NA,NA
"276","basketball","Woods Playground","Bergen St., Utica Ave., Rochester & St. Mark's Ave.","40.6746","-73.9286","CLOSED",NA,NA,NA,NA,NA,NA
"277","basketball","24 Sycamores Playground","1 Ave. & E. 96 St.","40.7595","-73.9586","CLOSED",NA,NA,NA,NA,NA,NA
"278","basketball","76 St. Playground","W. 76 St. & Riverside Drive","40.7832","-73.985","CLOSED",NA,NA,NA,NA,NA,NA
"279","basketball","Abraham Lincoln Playground","135 St. & Madison Ave.","40.8122","-73.9376","CLOSED",NA,NA,NA,NA,NA,NA
"280","basketball","Al Smith Recreations Center","Catherine St.","40.7104","-73.9975","CLOSED",NA,NA,NA,NA,NA,NA
"281","basketball","Alfred E. Smith Playground","Madison and Catherine Sts. to Oliver St.","40.7122","-73.9974","CLOSED",NA,NA,NA,NA,NA,NA
"282","basketball","Asser Levy Playground","E. 23 St. & FDR Drive","40.7364","-73.9753","CLOSED",NA,NA,NA,NA,NA,NA
"283","basketball","Audubon Playground","170 St. & Audubon Ave.","40.8414","-73.9385","CLOSED",NA,NA,NA,NA,NA,NA
"284","basketball","Augustus Saint-Garden's Playground","E. 19 St. & 2 Ave.","40.7353","-73.9821","CLOSED",NA,NA,NA,NA,NA,NA
"285","basketball","Baruch Playground","Rivington St. & Baruch Place","40.7172","-73.9766","CLOSED",NA,NA,NA,NA,NA,NA
"286","basketball","Bellevue South Playground","E. 26 St. & 2 Ave.","40.7397","-73.9785","CLOSED",NA,NA,NA,NA,NA,NA
"287","basketball","Blake Hobbs Park","104 St. & 2 Ave.","40.7885","-73.9443","CLOSED",NA,NA,NA,NA,NA,NA
"288","basketball","Bloomingdale Playground","W. 104 St. & Amsterdam Ave.","40.799","-73.966","CLOSED",NA,NA,NA,NA,NA,NA
"289","basketball","Bo Jangles Playground","W. 150 St. & 7 Ave.","40.8253","-73.9372","CLOSED",NA,NA,NA,NA,NA,NA
"290","basketball","Booker T. Washington Playground","W. 108 St. & Columbus Ave.","40.8011","-73.9641","CLOSED",NA,NA,NA,NA,NA,NA
"291","basketball","Carl Schurz Park","E. 84 St. & York Ave.","40.7739","-73.9441","CLOSED",NA,NA,NA,NA,NA,NA
"292","basketball","Carmansville Playground","W. 151 to 152 Sts. and Amsterdam Ave.","40.8294","-73.9443","CLOSED",NA,NA,NA,NA,NA,NA
"293","basketball","Central Park","North Meadow (mid-park at 97th Street)","40.7911","-73.9598","CLOSED",NA,NA,NA,NA,NA,NA
"294","basketball","Central Park","Great Lawn","40.7826","-73.9644","CLOSED",NA,NA,NA,NA,NA,NA
"295","basketball","Chelsea Park","W. 28 St. between 9 and 10 Aves.","40.7498","-74.0004","CLOSED",NA,NA,NA,NA,NA,NA
"296","basketball","Cherry Playground","Clinton, Cherry and Water Sts.","40.7113","-73.9861","CLOSED",NA,NA,NA,NA,NA,NA
"297","basketball","Cherry Tree Park","E. 99 St. & 3 Ave.","40.7875","-73.9471","CLOSED",NA,NA,NA,NA,NA,NA
"298","basketball","Col. Young Playground (Front)","W. 145 St. & Lenox Ave.","40.8201","-73.9361","CLOSED",NA,NA,NA,NA,NA,NA
"299","basketball","Col. Young Playground (Rear)","W. 143 to 144 St. and Hudson River Dr.","40.8187","-73.9348","CLOSED",NA,NA,NA,NA,NA,NA
"300","basketball","Columbus Park","Worth & Mulberry Sts.","40.7145","-74","CLOSED",NA,NA,NA,NA,NA,NA
"301","basketball","Corp. Seravalli Park","Hudson St. between Gansevoort and Horatio Sts.","40.7391","-74.0046","CLOSED",NA,NA,NA,NA,NA,NA
"302","basketball","Courtney Callender Playground","130 to 131 Sts. and 5th Ave.","40.8099","-73.94","CLOSED",NA,NA,NA,NA,NA,NA
"303","basketball","Crack is Wack","E. 128 St. & 2 Ave.","40.8044","-73.9318","CLOSED",NA,NA,NA,NA,NA,NA
"304","basketball","DeSalvio Playground","Spring & Mulberry Sts.","40.8009","-73.9309","CLOSED",NA,NA,NA,NA,NA,NA
"305","basketball","De Witt Clinton Park","W. 53rd St. between 11 and 12 Aves.","40.7685","-73.9947","CLOSED",NA,NA,NA,NA,NA,NA
"306","basketball","Dry Dock Park","E. 10 St. & Ave. D","40.7253","-73.9752","CLOSED",NA,NA,NA,NA,NA,NA
"307","basketball","East River Park","E. 10 St. & FDR Drive","40.7249","-73.9724","CLOSED",NA,NA,NA,NA,NA,NA
"308","basketball","East River Playground / PS 146","106 St. & FDR Drive","40.7891","-73.9385","CLOSED",NA,NA,NA,NA,NA,NA
"309","basketball","Essex Playground","Essex, Norfolk and E. Houston St.","40.7218","-73.986","CLOSED",NA,NA,NA,NA,NA,NA
"310","basketball","First Park","E. Houston to E. 1 St.","40.7235","-73.9898","CLOSED",NA,NA,NA,NA,NA,NA
"311","basketball","Fred Samuels Playground","139 to 140 Sts. and Lenox Ave.","40.8173","-73.9392","CLOSED",NA,NA,NA,NA,NA,NA
"312","basketball","Frederick Douglass Playground","W. 100 to 102 Sts. and Amsterdam Ave.","40.7969","-73.9679","CLOSED",NA,NA,NA,NA,NA,NA
"313","basketball","Ft. George Playground","Ft. George Ave. & W. 192 St.","40.8579","-73.9247","CLOSED",NA,NA,NA,NA,NA,NA
"314","basketball","Ft. Washington Playground","161st Street & Henry Hudson Parkway","40.8385","-73.9485","CLOSED",NA,NA,NA,NA,NA,NA
"315","basketball","Grand & Canal Courts","Grand & Canal Sts.","40.7222","-74.0051","CLOSED",NA,NA,NA,NA,NA,NA
"316","basketball","Gulick Playground","Columbia & Delancey Sts.","40.7159","-73.9819","CLOSED",NA,NA,NA,NA,NA,NA
"317","basketball","Gutenberg PlaygroundLa Gu","W. 49 St. between 9 and 10 Aves.","40.7636","-73.9902","CLOSED",NA,NA,NA,NA,NA,NA
"318","basketball","Hamilton Fish Playground","128 Pitt St.","40.7194","-73.9806","CLOSED",NA,NA,NA,NA,NA,NA
"319","basketball","Hamilton Place","W. 140 St. & Hamilton Pl.","40.8229","-73.9515","CLOSED",NA,NA,NA,NA,NA,NA
"320","basketball","Happy Warrior Playground","W. 98 Sts. & Amsterdam Ave.","40.7956","-73.9683","CLOSED",NA,NA,NA,NA,NA,NA
"321","basketball","Harlem Lane Playground","151 to 154 Sts. and Hudson River Drive","40.826","-73.9348","CLOSED",NA,NA,NA,NA,NA,NA
"322","basketball","Hell's Kitchen Park","W. 47 St. & 10 Ave.","40.763","-73.9926","CLOSED",NA,NA,NA,NA,NA,NA
"323","basketball","Highbridge Play Center (Indoors)","W. 173 St. & Amsterdam Ave.","40.8426","-73.9337","CLOSED",NA,NA,NA,NA,NA,NA
"324","basketball","Greg Marius Court","156 St. & 8 Ave.","40.8295","-73.9363","CLOSED",NA,NA,NA,NA,NA,NA
"325","basketball","Howard Bennett Playground","135 St. & Lenox Terrace","40.8135","-73.9387","CLOSED",NA,NA,NA,NA,NA,NA
"326","basketball","Inwood Park","207 St.","40.8703","-73.922","CLOSED",NA,NA,NA,NA,NA,NA
"327","basketball","J. Hood Wright Playground (*Under Construction)","176 St. & Ft. Washington Ave.","40.8466","-73.9406","OPEN",NA,NA,NA,NA,NA,NA
"328","basketball","Jackie Robinson Park","150 St. & Bradhurst Ave.","40.8266","-73.9408","CLOSED",NA,NA,NA,NA,NA,NA
"329","basketball","Jackson Playground","Jackson St. between Madison & Henry Sts.","40.7139","-73.9813","CLOSED",NA,NA,NA,NA,NA,NA
"330","basketball","Jacob Javits Playground","Cabrini Blvd. & Cobrin Circle","40.8591","-73.9349","CLOSED",NA,NA,NA,NA,NA,NA
"331","basketball","Jacob Schiff Playground","W. 136 St. & Amsterdam Ave.","40.8203","-73.9524","CLOSED",NA,NA,NA,NA,NA,NA
"332","basketball","James Weldon Playground / PS 57","E. 115 St. & Lexington Ave.","40.7973","-73.9419","CLOSED",NA,NA,NA,NA,NA,NA
"333","basketball","John Jay Park","E. 77 St. & FDR Drive","40.7687","-73.9498","CLOSED",NA,NA,NA,NA,NA,NA
"334","basketball","Kelly Playground","W. 17 St. between 8 and 9 Aves.","40.7419","-74.002","CLOSED",NA,NA,NA,NA,NA,NA
"335","basketball","Kett Playground","W. 204 St. & Nagles Ave.","40.8624","-73.9211","CLOSED",NA,NA,NA,NA,NA,NA
"336","basketball","La Guardia Hospital Playground-Rutgers Pool/Little Flower Playground","Madison St. opposite Jefferson St.","40.7124","-73.9883","CLOSED",NA,NA,NA,NA,NA,NA
"337","basketball","Marcus Garvey Park","E. 120 to 124 Sts. and Madison Ave.","40.8033","-73.9431","CLOSED",NA,NA,NA,NA,NA,NA
"338","basketball","Martin Luther King Jr. Playground","113 to 114 St. and Lenox Ave.","40.7999","-73.9503","CLOSED",NA,NA,NA,NA,NA,NA
"339","basketball","May Mathews Playground","W. 46 St. between 9 and 10 Aves.","40.7614","-73.9926","CLOSED",NA,NA,NA,NA,NA,NA
"340","basketball","McCaffrey Playground","W. 43 St. between 8 and 9 Aves.","40.759","-73.9911","CLOSED",NA,NA,NA,NA,NA,NA
"341","basketball","McKinley Playground","Ave. A between E. 3 St. and E. 4 St.","40.7242","-73.9857","CLOSED",NA,NA,NA,NA,NA,NA
"342","basketball","Moore Playground / PS 133","E. 131 St. & Madison Ave.","40.8095","-73.9386","CLOSED",NA,NA,NA,NA,NA,NA
"343","basketball","Morningside Park","W. 113 St. & Morningside","40.8031","-73.958","OPEN",NA,NA,NA,NA,NA,NA
"344","basketball","Morningside Park","W. 116 St. & Morningside","40.8074","-73.9573","OPEN",NA,NA,NA,NA,NA,NA
"345","basketball","Morningside Park","W. 123 St. & Morningside","40.8107","-73.9551","OPEN",NA,NA,NA,NA,NA,NA
"346","basketball","Morningside Playground","E. 118 St. & 2 Ave.","40.7975","-73.9356","CLOSED",NA,NA,NA,NA,NA,NA
"347","basketball","Multi Purpose Playground","W. 175 St. & Amsterdam Ave.","40.8448","-73.9328","CLOSED",NA,NA,NA,NA,NA,NA
"348","basketball","Murphy Playground","Ave. C & E. 17 St.","40.7304","-73.9738","CLOSED",NA,NA,NA,NA,NA,NA
"349","basketball","Penn South Playground","W. 26 St. between 8 and 9 Aves.","40.7478","-73.9989","CLOSED",NA,NA,NA,NA,NA,NA
"350","basketball","Peters Field Playground","2 Ave., E. 20 St. and E. 21 St.","40.7363","-73.9818","CLOSED",NA,NA,NA,NA,NA,NA
"351","basketball","Playground 103","103rd St. & FDR Drive","40.787","-73.9393","CLOSED",NA,NA,NA,NA,NA,NA
"352","basketball","Playground 70","W 70 St., West End Ave, and Amsterdam Ave.","40.7771","-73.9837","CLOSED",NA,NA,NA,NA,NA,NA
"353","basketball","Poor Richard Playground","E. 109 St. & 3 Ave.","40.7926","-73.9433","CLOSED",NA,NA,NA,NA,NA,NA
"354","basketball","PS 125 Playground","Morningside Ave. and W. 123 to 124 Sts.","40.811","-73.956","CLOSED",NA,NA,NA,NA,NA,NA
"355","basketball","Renaissance Playground","143 to 144 St. and 8 Ave.","40.8211","-73.9415","CLOSED",NA,NA,NA,NA,NA,NA
"356","basketball","Riverbank Park","148 St. & Henry Hudson Parkway","40.8257","-73.9538","CLOSED",NA,NA,NA,NA,NA,NA
"357","basketball","Robert Moses Playground","E. 42 St. & FDR Drive","40.7484","-73.9693","CLOSED",NA,NA,NA,NA,NA,NA
"358","basketball","Robert Wagner Playground","E. 121 St. & 2 Ave.","40.7484","-73.9693","CLOSED",NA,NA,NA,NA,NA,NA
"359","basketball","Samuel Bennerson","W. 63 to 64 Sts. between West End & Amsterdam Aves.","40.7738","-73.9867","CLOSED",NA,NA,NA,NA,NA,NA
"360","basketball","Sara D. Roosevelt Park (A)","Stanton St.","40.7231","-73.9909","OPEN",NA,NA,NA,NA,NA,NA
"361","basketball","Sara D. Roosevelt Park (B)","Delancey St. between Forsythe and Christie Sts.","40.7221","-73.9914","OPEN",NA,NA,NA,NA,NA,NA
"362","basketball","Sara D. Roosevelt Park (D)","Canal to Hester Sts.","40.7175","-73.9937","OPEN",NA,NA,NA,NA,NA,NA
"363","basketball","Seabury Playground","Lexington Ave. & E. 95 St.","40.7853","-73.9511","CLOSED",NA,NA,NA,NA,NA,NA
"364","basketball","Seward Park","Canal, Hester and Jefferson Sts.","40.7148","-73.9892","CLOSED",NA,NA,NA,NA,NA,NA
"365","basketball","Sidney Hillman / PS 110","Lewis & Delancey Sts.","40.7151","-73.9798","CLOSED",NA,NA,NA,NA,NA,NA
"366","basketball","Sol Bloom Playground","W. 70 St. between Central Park West and Columbus Ave.","40.7896","-73.9685","CLOSED",NA,NA,NA,NA,NA,NA
"367","basketball","Sol Lain Playground","E. Bway & Henry St.","40.7144","-73.9839","CLOSED",NA,NA,NA,NA,NA,NA
"368","basketball","St. Catherine's Park","1 Ave. and E. 67 to 68 Sts.","40.7654","-73.9592","CLOSED",NA,NA,NA,NA,NA,NA
"369","basketball","St. Nicholas Park","W. 141 St. & St. Nicholas Ave.","40.816","-73.9489","CLOSED",NA,NA,NA,NA,NA,NA
"370","basketball","St. Nicholas Park","W. 133 St. & St. Nicholas Ave.","40.8213","-73.9467","CLOSED",NA,NA,NA,NA,NA,NA
"371","basketball","St. Nicholas Playground (North)","129 to 130 St. & 7 Ave.","40.8123","-73.9469","CLOSED",NA,NA,NA,NA,NA,NA
"372","basketball","St. Nicholas Playground (South)","128 St. & 7 Ave.","40.8111","-73.9475","CLOSED",NA,NA,NA,NA,NA,NA
"373","basketball","St. Nicholas Terrace","W. 129 St. & St. Nicholas Ave.","40.8131","-73.9512","CLOSED",NA,NA,NA,NA,NA,NA
"374","basketball","St. Vartan's Playground","2 Ave. and E. 35 to E. 36 Sts.","40.7457","-73.9746","CLOSED",NA,NA,NA,NA,NA,NA
"375","basketball","Stanley Isaacs Playground","1 Ave. & E. 96 St.","40.7835","-73.9442","CLOSED",NA,NA,NA,NA,NA,NA
"376","basketball","Sunken Playground","W. 167 St. & Edgecombe Ave.","40.8376","-73.9362","CLOSED",NA,NA,NA,NA,NA,NA
"377","basketball","Tanahey Playground","Cherry St. to Water St.","40.7101","-73.9948","CLOSED",NA,NA,NA,NA,NA,NA
"378","basketball","Tecumseh Playground","W. 77 St. & Amsterdam Ave.","40.7816","-73.9785","CLOSED",NA,NA,NA,NA,NA,NA
"379","basketball","Thomas Jefferson Park","2180 1 Ave.","40.7923","-73.9356","CLOSED",NA,NA,NA,NA,NA,NA
"380","basketball","Thompson Playground","Thompson & Spring Sts.","40.7253","-74.0024","CLOSED",NA,NA,NA,NA,NA,NA
"381","basketball","Tompkins Sq. Park","E 10 St. & Ave. B","40.7268","-73.9807","CLOSED",NA,NA,NA,NA,NA,NA
"382","basketball","Wallenburg Playground","W. 189 St. & Amsterdam Ave.","40.8533","-73.9267","CLOSED",NA,NA,NA,NA,NA,NA
"383","basketball","West 4th St. Courts","W. 4th St. & 6th Avenue","40.7311","-74.0011","CLOSED",NA,NA,NA,NA,NA,NA
"384","basketball","White Playground","E. 105 St. & Lexington Ave.","40.7919","-73.9459","CLOSED",NA,NA,NA,NA,NA,NA
"385","basketball","William McCray Playground","138 St. between Lenox and 5 Ave.","40.8157","-73.938","CLOSED",NA,NA,NA,NA,NA,NA
